Id,IndicatorCode,SpatialDim,SpatialValueCode,TimeDim/year,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28474312,MDG_0000000025,IND,GRC,2009,100,99.95,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2009,1/1/2009,12/31/2009
28474313,MDG_0000000025,IND,GRC,2010,100,99.96,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2010,1/1/2010,12/31/2010
28474314,MDG_0000000025,IND,GRC,2011,100,99.96,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2011,1/1/2011,12/31/2011
28474315,MDG_0000000025,IND,GRC,2012,99.9,99.91,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2012,1/1/2012,12/31/2012
28474316,MDG_0000000025,IND,GRC,2013,99.9,99.91,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2013,1/1/2013,12/31/2013
28474317,MDG_0000000025,IND,GRC,2014,99.9,99.93,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2014,1/1/2014,12/31/2014
28474318,MDG_0000000025,IND,GRC,2015,99.9,99.94,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2015,1/1/2015,12/31/2015
28474319,MDG_0000000025,IND,GRC,2016,99.9,99.94,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2016,1/1/2016,12/31/2016
28474320,MDG_0000000025,IRL,GRC,2017,99.9,99.93,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, General Directorate of Statistical Surveys, Vital and Migration Statistics Section, Statistical Output, provided during SDG Country Consultation",2022-05-09T15:22:28Z,2017,1/1/2017,12/31/2017
28474321,MDG_0000000025,IRL,GRC,2018,99.9,99.9,,,"Unclear definition of the cadres included. Hellenic Republic, Hellenic Statistical Authority, Directorate General of Statistics, Population and Migration Statistics Section. 2014-2018 Proportion of births attended by skilled health personnel. Provided during SDG Country Consultation december 2019; 2019.",2022-05-09T15:22:28Z,2018,1/1/2018,12/31/2018
28474322,MDG_0000000025,IRL,GRD,2000,100,100,,,"Unclear definition of the cadres included. Health Situation in the Americas: Basic Indicators 2002. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO), Special Program for Health Analysis; 2002.",2022-05-09T15:22:28Z,2000,1/1/2000,12/31/2000
28474323,MDG_0000000025,IRL,GRD,2003,100,100,,,"Unclear definition of the cadres included. Health Situation in the Americas: Basic Indicators 2005. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO), Area of Health Analysis and Information Systems (AIS); 2005.",2022-05-09T15:22:28Z,2003,1/1/2003,12/31/2003
28474324,MDG_0000000025,IRL,GRD,2005,100,100,,,"Unclear definition of the cadres included. Health Situation in the Americas: Basic Indicators 2007. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO), Health Analysis and Statistics Unit (HA); 2007.",2022-05-09T15:22:28Z,2005,1/1/2005,12/31/2005
28474325,MDG_0000000025,IRL,GRD,2007,98.8,98.8,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2007,1/1/2007,12/31/2007
28474326,MDG_0000000025,IRL,GRD,2009,100,100,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2009,1/1/2009,12/31/2009
28474327,MDG_0000000025,IRL,GRD,2011,100,100,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2011,1/1/2011,12/31/2011
28474328,MDG_0000000025,IRL,GRD,2012,99,99,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2012,1/1/2012,12/31/2012
28474329,MDG_0000000025,IRL,GRD,2013,99,99,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2013,1/1/2013,12/31/2013
28474330,MDG_0000000025,IRL,GRD,2014,99,99,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2014,1/1/2014,12/31/2014
28474331,MDG_0000000025,IRL,GRD,2015,99,99,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2015,1/1/2015,12/31/2015
28474332,MDG_0000000025,IRN,GRD,2016,99.3,99.3,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2016,1/1/2016,12/31/2016
28474333,MDG_0000000025,IRN,GRD,2017,100,100,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (http://www.paho.org/data/index.php/en/indicators/visualization.html, accessed 11 February 2020).",2022-05-09T15:22:28Z,2017,1/1/2017,12/31/2017
28474334,MDG_0000000025,IRN,GTM,2000,41.4,41.4,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:28Z,2000,1/1/2000,12/31/2000
28474335,MDG_0000000025,IRN,GTM,2001,41.4,41.4,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:28Z,2001,1/1/2001,12/31/2001
28474336,MDG_0000000025,IRN,GTM,2002,41.4,41.4,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Encuesta Nacional de Salud Materno Infantil (ENSMI) 2002. Ciudad de Guatemala: Ministerio de Salud Pública y Asistencia Social (MSPAS) [Guatemala], Instituto Nacional de Estadística (INE) [Guatemala], Centros de Control y Prevención de Enfermedades (CDC); 2003 (in Spanish).",2022-05-09T15:22:28Z,2002,1/1/2002,12/31/2002
28474337,MDG_0000000025,IRN,GTM,2007,31.4,31.4,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:28Z,2007,1/1/2007,12/31/2007
28474338,MDG_0000000025,IRN,GTM,2009,51.5,51.5,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Encuesta Nacional de Salud Materno Infantil (ENSMI) 2008-2009. Ciudad de Guatemala: Ministerio de Salud Pública y Asistencia Social (MSPAS) [Guatemala], Instituto Nacional de Estadística (INE) [Guatemala], Centros de Control y Prevención de Enfermedades (CDC); 2010 (in Spanish).",2022-05-09T15:22:28Z,2008-2009,1/1/2008,12/31/2009
28474339,MDG_0000000025,IRN,GTM,2010,52.3,52.3,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:28Z,2010,1/1/2010,12/31/2010
28474340,MDG_0000000025,IRN,GTM,2012,58.7,58.7,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:28Z,2012,1/1/2012,12/31/2012
28474341,MDG_0000000025,IRN,GTM,2013,62.8,62.8,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:28Z,2013,1/1/2013,12/31/2013
28474342,MDG_0000000025,IRN,GTM,2014,67,67,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:28Z,2014,1/1/2014,12/31/2014
28474343,MDG_0000000025,IRN,GTM,2015,65.5,65.5,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Encuesta Nacional de Salud Materno Infantil (ENSMI) 2014-2015. Informe Final. Ciudad de Guatemala: Ministerio de Salud Pública y Asistencia Social (MSPAS) [Guatemala], Instituto Nacional de Estadística (INE) [Guatemala], ICF International; 2015 (in Spanish).",2022-05-09T15:22:28Z,2014-2015,1/1/2014,12/31/2015
28474344,MDG_0000000025,IRQ,GTM,2016,69.8,69.8,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2016,1/1/2016,12/31/2016
28474345,MDG_0000000025,IRQ,GTM,2017,69.6,69.6,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2017,1/1/2017,12/31/2017
28474346,MDG_0000000025,IRQ,GIN,2003,48.7,48.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. UNICEF. Multiple Indicator Cluster Survey Guinea 2003. Reanalyzed by UNICEF HQ; June 2005.",2022-05-09T15:22:29Z,2003,1/1/2003,12/31/2003
28474347,MDG_0000000025,IRQ,GIN,2005,38,38,,,"Definition includes other cadres that is not in alignment with the standard definition. Direction Nationale de la Statistique (DNS) [Guinée], ORC Macro. Enquête Démographique et de Santé, Guinée 2005. Calverton, Maryland, USA: DNS, ORC Macro; 2006 (in French).",2022-05-09T15:22:29Z,2005,1/1/2005,12/31/2005
28474348,MDG_0000000025,IRQ,GIN,2008,46.1,46.1,,,"Definition includes other cadres that is not in alignment with the standard definition. Institut National de la Statistique (INS) (Guinée): Enquête Nationale sur l’Etat Nutritionnel et le Suivi des Principaux Indicateurs de Survie de l’Enfant (ENENSE), Conakry 2008",2022-05-09T15:22:29Z,2007-2008,1/1/2007,12/31/2008
28474349,MDG_0000000025,IRQ,GIN,2012,45.3,45.3,,,"Definition includes other cadres that is not in alignment with the standard definition. Guinée. Enquête Démographique et de Santé et à Indicateurs Multiples (EDS-MICS 2012). Calverton, Maryland: Institut National de la Statistique [Guinée], MEASURE DHS, ICF International; 2013 (in French).",2022-05-09T15:22:29Z,2012,1/1/2012,12/31/2012
28474350,MDG_0000000025,IRQ,GIN,2016,62.7,62.7,,,"Definition includes other cadres that is not in alignment with the standard definition. Institut National de la Statistique [Guinée], Fonds des Nations Unies pour l'Enfance (UNICEF), USAID, le Fonds mondial [the Global Fund], Fonds des Nations Unies pour la Population (FNUAP/UNFPA), Programme des Nations Unies pour le développement (PNUD/UNDP). Enquête par grappes à indicateurs multiples (MICS 2016), Rapport final. Conakry: Institut National de la Statistique [Guinée]; 2017 (in French).",2022-05-09T15:22:29Z,2016,1/1/2016,12/31/2016
28474351,MDG_0000000025,IRQ,GIN,2018,55.3,55.3,,,"Definition includes other cadres that is not in alignment with the standard definition. Enquête Démographique et de Santé en Guinée 2018. Conakry, Rockville, Maryland: Institut National de la Statistique (INS), ICF; 2018 (in French).",2022-05-09T15:22:29Z,2018,1/1/2018,12/31/2018
28474352,MDG_0000000025,IRQ,GUY,2000,82.9,82.9,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Guyana Multiple Indicator Cluster Survey 2000. Georgetown: Bureau of Statistics [Guyana], United Nations Children's Fund (UNICEF); 2001.",2022-05-09T15:22:29Z,2000,1/1/2000,12/31/2000
28474353,MDG_0000000025,IRQ,GUY,2001,93.8,93.8,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2001,1/1/2001,12/31/2001
28474354,MDG_0000000025,IRQ,GUY,2004,95.9,95.9,,,"Unclear definition of the cadres included. Publications: Statistical Bulletin Second Quarter 2010 [website]. Georgetown: Bureau of Statistics [Guyana]; 2010 (http://www.statisticsguyana.gov.gy/pubs.html, accessed 16 June 2011).",2022-05-09T15:22:29Z,2004,1/1/2004,12/31/2004
28474355,MDG_0000000025,IRQ,GUY,2005,96.7,96.7,,,"Unclear definition of the cadres included. Publications: Statistical Bulletin Second Quarter 2010 [website]. Georgetown: Bureau of Statistics [Guyana]; 2010 (http://www.statisticsguyana.gov.gy/pubs.html, accessed 16 June 2011).",2022-05-09T15:22:29Z,2005,1/1/2005,12/31/2005
28474356,MDG_0000000025,ISL,GUY,2006,96.6,96.6,,,"Unclear definition of the cadres included. Publications: Statistical Bulletin Second Quarter 2010 [website]. Georgetown: Bureau of Statistics [Guyana]; 2010 (http://www.statisticsguyana.gov.gy/pubs.html, accessed 16 June 2011).",2022-05-09T15:22:29Z,2006,1/1/2006,12/31/2006
28474357,MDG_0000000025,ISL,GUY,2008,96,96,,,"Unclear definition of the cadres included. Publications: Statistical Bulletin Second Quarter 2010 [website]. Georgetown: Bureau of Statistics [Guyana]; 2010 (http://www.statisticsguyana.gov.gy/pubs.html, accessed 16 June 2011).",2022-05-09T15:22:29Z,2008,1/1/2008,12/31/2008
28474358,MDG_0000000025,ISL,GUY,2009,87.4,87.4,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Ministry of Health (MOH), Bureau of Statistics (BOS), ICF Macro. Guyana Demographic and Health Survey 2009. Georgetown, Guyana: MOH, BOS, ICF Macro; 2010.",2022-05-09T15:22:29Z,2009,1/1/2009,12/31/2009
28474359,MDG_0000000025,ISL,GUY,2012,97.3,97.3,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2012,1/1/2012,12/31/2012
28474360,MDG_0000000025,ISL,GUY,2013,98.3,98.3,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2013,1/1/2013,12/31/2013
28474361,MDG_0000000025,ISL,GUY,2014,85.7,85.7,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Bureau of Statistics, Ministry of Health, United Nations Children's Fund (UNICEF). Guyana Multiple Indicator Cluster Survey 2014. Georgetown, Guyana: Bureau of Statistics, Ministry of Health, UNICEF; 2015.",2022-05-09T15:22:29Z,2014,1/1/2014,12/31/2014
28474362,MDG_0000000025,ISL,GUY,2015,95.8,95.8,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2015,1/1/2015,12/31/2015
28474363,MDG_0000000025,ISL,GUY,2016,94.3,94.3,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2016,1/1/2016,12/31/2016
28474364,MDG_0000000025,ISL,GUY,2017,96.7,96.7,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2017,1/1/2017,12/31/2017
28474365,MDG_0000000025,ISL,GUY,2018,95.1,95.1,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2018,1/1/2018,12/31/2018
28474366,MDG_0000000025,ISL,GUY,2019,95,95,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2019,1/1/2019,12/31/2019
28474367,MDG_0000000025,ISL,GUY,2020,97.6,97.6,,,"Definition includes other cadres that is not in alignment with the standard definition. Government of Guyana and UNICEF. 2021. Guyana Multiple Indicator Cluster Survey 2019-2020, Survey Findings Report. Georgetown, Guyana: UNICEF",2022-05-09T15:22:29Z,2019-2020,1/1/2019,12/31/2020
28474368,MDG_0000000025,ISR,HTI,2000,23.8,23.8,,,"Definition includes other cadres that is not in alignment with the standard definition. Cayemittes M, Placide MF, Barrère B, Mariko S, Sévère B (Ministère de la Santé Publique et de la Population, Institut Haïtien de l’Enfance, ORC Macro). Enquête Mortalité, Morbidité et Utilisation des Services, Haïti 2000. Calverton, Maryland, USA: Ministère de la Santé Publique et de la Population, Institut Haïtien de l’Enfance, ORC Macro; 2001 (in French).",2022-05-09T15:22:29Z,2000,1/1/2000,12/31/2000
28474369,MDG_0000000025,ISR,HTI,2005,26.1,26.1,,,"Unclear definition of the cadres included. PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2021 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos, accessed 30 December 2021).",2022-05-09T15:22:29Z,2005,1/1/2005,12/31/2005
28474370,MDG_0000000025,ISR,HTI,2006,26.1,26.1,,,"Definition includes other cadres that is not in alignment with the standard definition. Cayemittes M, Placide MF, Mariko S, Barrère B, Sévère B, Alexandre C (Ministère de la Santé Publique et de la Population, Institut Haïtien de l’Enfance, Macro International Inc.). Enquête Mortalité, Morbidité et Utilisation des Services, Haïti, 2005-2006. Calverton, Maryland, USA: Ministère de la Santé Publique et de la Population, Institut Haïtien de l’Enfance, Macro International Inc.; 2007 (in French).",2022-05-09T15:22:29Z,2005-2006,1/1/2005,12/31/2006
28474371,MDG_0000000025,ISR,HTI,2012,37.3,37.3,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Cayemittes M, Busangu MF, de Dieu Bizimana J, Barrère B, Sévère B, Cayemittes V, Charles E (MSPP, IHE, ICF International). Enquête Mortalité, Morbidité et Utilisation des Services, Haïti, 2012. Calverton, Maryland, USA : MSPP, IHE, ICF International; 2013 (in French).",2022-05-09T15:22:29Z,2012,1/1/2012,12/31/2012
28474372,MDG_0000000025,ISR,HTI,2013,48.6,48.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Rapport Statistique 2013. République d'Haïti, Ministère de la Santé Publique et de la Population, Unité d'Études et de Programmation; 2014 (in French).",2022-05-09T15:22:29Z,2013,1/1/2013,12/31/2013
28474373,MDG_0000000025,ISR,HTI,2017,41.6,41.6,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Enquête Mortalité, Morbidité et Utilisation des Services (EMMUS-VI 2016-2017). Pétion-Ville, Haïti, Rockville, Maryland, USA: Institut Haïtien de l’Enfance (IHE), ICF;  2018 (in French).",2022-05-09T15:22:29Z,2016-2017,1/1/2016,12/31/2017
28474374,MDG_0000000025,ISR,HND,2001,55.7,55.7,,,"Institutional Birth (IB) and delivery with a skilled personnel at home. Encuesta Nacional de Epidemiología y Salud Familiar (ENESF-2001) y de la Encuesta Nacional de Salud Masculina (ENSM-2001). Informe Final. Honduras: Secretaría de Salud de Honduras (SS), la Asociación Hondureña de Planificación de Familia (ASHONPLAFA), Agencia de los Estados Unidos para el Desarrollo Internacional (USAID); 2002 (in Spanish).",2022-05-09T15:22:29Z,2001,1/1/2001,12/31/2001
28474375,MDG_0000000025,ISR,HND,2006,66.3,66.3,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE), Macro International. Encuesta Nacional de Demografía y Salud 2005-2006 (ENDESA). Tegucigalpa, Honduras: SS, INE, Macro International; 2006 (in Spanish).",2022-05-09T15:22:29Z,2005-2006,1/1/2005,12/31/2006
28474376,MDG_0000000025,ISR,HND,2012,82.8,82.8,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife. Secretaría de Salud [Honduras], Instituto Nacional de Estadística (INE), ICF International. ENDESA. Encuesta Nacional de Demografía y Salud 2011-2012. Tegucigalpa, Honduras: SS, INE, ICF International; 2013 (in Spanish).",2022-05-09T15:22:29Z,2011-2012,1/1/2011,12/31/2012
28474377,MDG_0000000025,ISR,HND,2015,72,72,,,"Institutional Birth (IB): includes all deliveries that occurred at a health facility. Health Situation in the Americas: Core Indicators 2016. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO), Communicable Diseases and Health Analysis/Health Information and Analysis; 2016.",2022-05-09T15:22:29Z,2015,1/1/2015,12/31/2015
28474378,MDG_0000000025,ISR,HND,2016,79,79,,,"Institutional Birth (IB): includes all deliveries that occurred at a health facility. Health Situation in the Americas: Core Indicators 2017. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO), Communicable Diseases and Health Analysis/Health Information and Analysis; 2017.",2022-05-09T15:22:29Z,2016,1/1/2016,12/31/2016
28474379,MDG_0000000025,ISR,HND,2017,74,74,,,"Institutional Birth (IB): includes all deliveries that occurred at a health facility. Health Situation in the Americas: Core Indicators 2018. Washington, DC: Pan American Health Organization/World Health Organization (PAHO/WHO), Evidence and Intelligence for Action in Health/Health Analysis, Metrics and Evidence; 2018.",2022-05-09T15:22:29Z,2017,1/1/2017,12/31/2017
28474380,MDG_0000000025,ITA,HND,2019,94.1,94.1,,,"Definition includes other cadres that is not in alignment with the standard definition. Instituto Nacional de Estadísticas y la Secretaria de Salud de



Honduras. (2021). Encuesta Nacional de Demografía y Salud



/ Encuesta de Indicadores Múltiples por Conglomerados.



Honduras 2019. Tegucigalpa.",2022-05-09T15:22:29Z,2019,1/1/2019,12/31/2019
28474381,MDG_0000000025,ITA,HUN,2000,99.5,99.5,,,"Unclear definition of the cadres included. Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012).",2022-05-09T15:22:29Z,2000,1/1/2000,12/31/2000
28474382,MDG_0000000025,ITA,HUN,2001,99.6,99.6,,,"Unclear definition of the cadres included. Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012).",2022-05-09T15:22:29Z,2001,1/1/2001,12/31/2001
28474383,MDG_0000000025,ITA,HUN,2002,99.6,99.6,,,"Unclear definition of the cadres included. Transformative Monitoring for Enhanced Equity (TransMonEE) 2012 Database [online database]. Geneva: UNICEF Europe and Central Asia Regional Office; 2012 (www.transmonee.org, accessed 1 November 2012).",2022-05-09T15:22:29Z,2002,1/1/2002,12/31/2002
